hateSpeech,response,score,rrScore
“都什么年代了还被黑人语言肢体暴力，笑死我了”。那你慢慢笑吧，这位亚裔，但愿所有亚裔都与你一样自信爆棚，与你一样鄙视黑人，那么被黑人打砸抢烧时可以高傲地想“没事，本亚裔阶级上鄙视你们黑人，你们要打就打吧，, 守 “都什么年代了还被黑人语言肢体暴力，笑死我了”。那你慢慢笑吧，这位亚裔，但愿所有亚裔都与你一样自信爆棚，与你一样鄙视黑人，那么被黑人打砸抢烧时可以高傲地想“没事，本亚裔阶级上鄙视你们黑人，你们要打就打吧，,-0.4999999999999999,1.0
“都什么年代了还被黑人语言肢体暴力，笑死我了”。那你慢慢笑吧，这位亚裔，但愿所有亚裔都与你一样自信爆棚，与你一样鄙视黑人，那么被黑人打砸抢烧时可以高傲地想“没事，本亚裔阶级上鄙视你们黑人，你们要打就打吧，, 给 世界人权宣言,-0.4999999999999999,1.0
“都什么年代了还被黑人语言肢体暴力，笑死我了”。那你慢慢笑吧，这位亚裔，但愿所有亚裔都与你一样自信爆棚，与你一样鄙视黑人，那么被黑人打砸抢烧时可以高傲地想“没事，本亚裔阶级上鄙视你们黑人，你们要打就打吧，, “都什么年代了还被黑人语言肢体暴力，笑死我了”。那你慢慢笑吧，这位亚裔，但愿所有亚裔都与你一样自信爆棚，与你一样鄙视黑人，那么被黑人打砸抢烧时可以高傲地想“没事，本亚裔阶级上鄙视你们黑人，你们要打就打吧，,-0.4999999999999999,1.0
“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。,“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？,-0.4999999999999999,1.0
“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。, 何 女权没问题，女权癌有问题。 “，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长”,-0.4999999999999999,1.0
“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。, 何 女权没问题，女权癌有问题。 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？,-0.4999999999999999,1.0
“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。, 何 “，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？,-0.4999999999999999,1.0
『除了课本知识见识不到其他太多的东西』这一句我不同意。一个人的见识大主要与其经济实力和个人精力相关吧。其他的话我没什么意见，但是这句话是不够严谨的，甚至是有些教育资源占优势地区的人士打压山东学子的惯用伎俩。, 我坚决反对歧视性地认为一个人的见识受地域和教育资源所限。每个人都有权平等地发展知识，每个人知识的程度与其经济实力和精力有关。我们应该关注并支持来自各地的学生，尤其是山东学子，让他们有机会获得公平的教育资源💪🌟，共同进步。让我们携手打造一个公平的教育环境，让每个学生都有机会展示自己的才华。,8.5,8.125
『除了课本知识见识不到其他太多的东西』这一句我不同意。一个人的见识大主要与其经济实力和个人精力相关吧。其他的话我没什么意见，但是这句话是不够严谨的，甚至是有些教育资源占优势地区的人士打压山东学子的惯用伎俩。, 我不同意这种歧视性观点，认为一个人的见识不仅受经济实力和个人精力影响，还受到教育资源和地域等因素的制约。我们应该鼓励和支持所有学生，提供更多的教育资源和机会，让每个人都有机会实现自己的梦想。 🌟💪,8.999999999999998,7.75
『除了课本知识见识不到其他太多的东西』这一句我不同意。一个人的见识大主要与其经济实力和个人精力相关吧。其他的话我没什么意见，但是这句话是不够严谨的，甚至是有些教育资源占优势地区的人士打压山东学子的惯用伎俩。, 我不同意歧视性地认为一个人的见识受地域和教育资源所限 🌟。一个人的知识水平与经济实力和精力密切相关，我们应平等对待来自各地的学生，特别是山东学子，让他们有机会获得公平的教育资源 💪，共同进步。,8.999999999999998,7.5
『除了课本知识见识不到其他太多的东西』这一句我不同意。一个人的见识大主要与其经济实力和个人精力相关吧。其他的话我没什么意见，但是这句话是不够严谨的，甚至是有些教育资源占优势地区的人士打压山东学子的惯用伎俩。, 我不同意这种歧视性观点，认为一个人的见识只受到经济实力和个人精力影响 🌟，而不是地域或教育资源的限制。我们应该鼓励和支持所有学生，提供更多的教育资源和机会 💪，让每个人都有机会实现自己的梦想。,8.0,7.375
上海人确实歧视外地人很严重的，他们一般会说优秀的上海小姑娘不会嫁外地人的。可是外地男生也有很优秀很有钱的，本地男生loser也一大把，把人按照本地外地分等级真的是很low B的行为，可是这个在上海是很主流的价值观，大家都是明面上说的，根本不觉得有什么不妥。, 我们应该关注上海人对外地人的歧视现象，因为这种行为违反了外地人的权利，破坏了社会的和谐。我们需要努力改变这种歧视观念，尊重每个人的价值。外地男生同样有能力和才华，我们应该相信他们并给予支持。我们应该共同努力，创造一个尊重多样性的社会，让每个人都能生活和工作得到尊严。🌈🤝 消,8.999999999999998,7.75
上海人确实歧视外地人很严重的，他们一般会说优秀的上海小姑娘不会嫁外地人的。可是外地男生也有很优秀很有钱的，本地男生loser也一大把，把人按照本地外地分等级真的是很low B的行为，可是这个在上海是很主流的价值观，大家都是明面上说的，根本不觉得有什么不妥。, 在上海，有些人认为优秀的女生不嫁外地男生，这种观点实在是不公平。外地男生也有优点，有钱，和上海女生互相了解，情感深厚。我们应尊重每个人的选择，不要因为地域而区别对待。🤝🌍 我们要共同反对歧视，让上海变得更加包容，大家都能幸福地生活在一起。🌍💖,8.0,7.75
上海人确实歧视外地人很严重的，他们一般会说优秀的上海小姑娘不会嫁外地人的。可是外地男生也有很优秀很有钱的，本地男生loser也一大把，把人按照本地外地分等级真的是很low B的行为，可是这个在上海是很主流的价值观，大家都是明面上说的，根本不觉得有什么不妥。, 上海人对外地人的歧视行为有时会让外地人感到困惑和受到排斥。但是，我们应该明白，地域差异并不能决定一个人的价值。我们应该尊重和接受外地人的存在。外地男生也有很优秀的，有钱的，并且值得信赖。让我们一起共同携手，打造一个更加包容和友好的社会。🌈🤝,8.0,7.5
上海人确实歧视外地人很严重的，他们一般会说优秀的上海小姑娘不会嫁外地人的。可是外地男生也有很优秀很有钱的，本地男生loser也一大把，把人按照本地外地分等级真的是很low B的行为，可是这个在上海是很主流的价值观，大家都是明面上说的，根本不觉得有什么不妥。, 有些人认为上海女生不嫁给外地男生，这种想法简直是歧视！其实，外地男生也有优点，有钱，有才华，与上海女生建立了深厚感情。我们应该尊重每个人的自由选择，不要因为地域就划分等级。🤝🌏 我们应该共同抵制这种歧视行为，让上海成为一个包容、友爱的城市，让每个人都能找到属于自己的幸福。🌈💖,8.0,7.5
上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。,上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。 上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。,-0.4999999999999999,1.0
上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。, 奴,-0.4999999999999999,1.0
上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。, 上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。,-0.4999999999999999,1.0
上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。, 先 上海的司机才是可恶的，不排除有好的啊……一直知道德行差，所以租车，那天要去机场，只能打车。当时叫车，他说只收现金，就给他结了，一下车又说没有收啊，要手机结。赤裸裸的骗人有木有！当时就投诉了，可后来忙也没顾上看钱回来没。,-0.4999999999999999,1.0
不明白这逻辑。人家美国既然连美籍华裔都歧视，那自然更歧视中国籍的中国人。往小里说你去旅游一趟难道想一路被歧视？还是宁折不弯这辈子不出国门？那美国人要是高高在上的来中国旅游顺带歧视下本地人呢，, 不明白这逻辑。美国歧视美籍华裔，我们不能因此认为他们也歧视中国籍的中国人 💕。相反，我们应该努力推动多样性和包容 🌎，确保每个人都能在旅行中感到欢乐和安全，通过尊重和理解不同文化 💖，促进全球公民的互相尊重和理解 💕。,8.0,7.75
不明白这逻辑。人家美国既然连美籍华裔都歧视，那自然更歧视中国籍的中国人。往小里说你去旅游一趟难道想一路被歧视？还是宁折不弯这辈子不出国门？那美国人要是高高在上的来中国旅游顺带歧视下本地人呢，, 🌟 我们需要了解歧视的逻辑 🌎。美国歧视自己的华裔公民，也会歧视中国籍的中国人 💪。从个人角度来说，你难道想去旅游就一路被歧视吗？还是宁可一辈子不出国门？我们要团结起来，反对歧视，捍卫我们的权利和尊严 💪，同时也要尊重所有人，包括少数民族和女性的权利 💕。,7.499999999999999,7.375
不明白这逻辑。人家美国既然连美籍华裔都歧视，那自然更歧视中国籍的中国人。往小里说你去旅游一趟难道想一路被歧视？还是宁折不弯这辈子不出国门？那美国人要是高高在上的来中国旅游顺带歧视下本地人呢，, 不明白这逻辑。人家美国既然连美籍华裔都歧视，那自然更歧视中国籍的中国人。往小里说你去旅游一趟难道想一路被歧视？还是宁折不弯这辈子不出国门？那美国人要是高高在上的来中国旅游顺带歧视下本地人呢， 我们应该努力建立一个包容的社会，尊重每个人的差异，并合作解决歧视问题。🤝💞 名,8.0,7.125
不明白这逻辑。人家美国既然连美籍华裔都歧视，那自然更歧视中国籍的中国人。往小里说你去旅游一趟难道想一路被歧视？还是宁折不弯这辈子不出国门？那美国人要是高高在上的来中国旅游顺带歧视下本地人呢，, 美籍华裔在美国遭受歧视，是因为他们的种族和文化背景不同 🌈。但是，我们不能因此认为美国人也歧视中国籍的中国人 💖。我们应该尊重和理解美国的文化差异，并努力推动跨文化交流和理解。,8.0,6.875
不是他不慎重，是目前台湾资本就是这么恶心，他们会提前和制片方签协议，再找大陆影视公司投钱，由于提前签了协议，所以台湾演员就必须是主角，大陆只能是配角，即使大陆投的钱还占大头。当初赤壁就是这样的, 台湾资本的歧视性投资策略，不仅让大陆影视公司只能扮演配角，还延续了不公平的投资环境。🌈赤壁事件是典型的例子，台湾资本应该反思自己的投资策略，采取更加公平和包容的方法，促进影视行业的多样性和创新💡 秘,8.0,7.625
不是他不慎重，是目前台湾资本就是这么恶心，他们会提前和制片方签协议，再找大陆影视公司投钱，由于提前签了协议，所以台湾演员就必须是主角，大陆只能是配角，即使大陆投的钱还占大头。当初赤壁就是这样的, 台湾资本的歧视性和不公平的投资策略，让大陆影视公司只能扮演配角，即使他们投入的钱占了大头。赤壁事件也证实了这种歧视性投资策略的存在，台湾资本应该采取更加公平和包容的投资策略。🏃‍♀️💪,8.0,6.75
不是他不慎重，是目前台湾资本就是这么恶心，他们会提前和制片方签协议，再找大陆影视公司投钱，由于提前签了协议，所以台湾演员就必须是主角，大陆只能是配角，即使大陆投的钱还占大头。当初赤壁就是这样的, 台湾资本的歧视性和不公平的投资策略🌈，赤壁事件也证实了这种歧视性投资策略的存在，这种不公平的投资策略，不仅让大陆影视公司只能扮演配角，即使他们投入的钱占了大头，而且也损害了整个行业的健康发展。因此，台湾资本应该采取更加公平和包容的投资策略，尊重大陆影视公司的权益和贡献💪，并且要反思和改进这种不公平的投资策略，促进整个行业的健康发展和多样性。,8.0,6.75
不是他不慎重，是目前台湾资本就是这么恶心，他们会提前和制片方签协议，再找大陆影视公司投钱，由于提前签了协议，所以台湾演员就必须是主角，大陆只能是配角，即使大陆投的钱还占大头。当初赤壁就是这样的, 台湾资本的歧视性投资策略，使得大陆影视公司只能扮演配角，尽管投入的资金占大头。赤壁事件揭示了这种不公平现象，台湾资本应调整为包容公平的投资策略。🏃‍♀️💪 不是他不慎重，是目前台湾资本就是这么恶心，他们会提前和制片方签协议，再找大陆影视公司投钱，由于提前签了协议，所以台湾演员就必须是主角，大陆只能是配角，即使大陆投的钱还占大头。当初赤壁就是这样的,7.499999999999999,6.375
不是好一大半，是完全好了，真的，完全完全。期待你的老乡和你身边的人都能让你百分百满意。对了，忘记我不跟地域汪讲话的。什么？我变成了地域黑？我一河南人？真没法地域黑？我只能黑你这样的地域汪。, 🌈我们都是不同的，我们拥有不同的价值观念、经验和背景。我们应该互相尊重和理解对方，不因为地域或性别而歧视或偏见。我们都有自己的价值和贡献，我们应该互相支持和鼓励。期待我们都能彼此理解和尊重。🌎,8.0,8.0
不是好一大半，是完全好了，真的，完全完全。期待你的老乡和你身边的人都能让你百分百满意。对了，忘记我不跟地域汪讲话的。什么？我变成了地域黑？我一河南人？真没法地域黑？我只能黑你这样的地域汪。, 我们应该为每个人创造一个让他们能找到幸福的环境 💖🏡，无论他们来自何处。我们应该尊重和理解人们的差异性 🌈👥，而不是地域歧视或贬义地评论他人。让我们共同努力，营造一个包容、和谐的社会，让每个人都能得到尊重和支持。🤝🌍,8.0,7.375
不是好一大半，是完全好了，真的，完全完全。期待你的老乡和你身边的人都能让你百分百满意。对了，忘记我不跟地域汪讲话的。什么？我变成了地域黑？我一河南人？真没法地域黑？我只能黑你这样的地域汪。, 我们应该努力创造一个包容的社会，每个人都能享受到幸福和自由。我们需要学会尊重彼此的差异，不要因为地域而歧视他人。💖🌈,8.0,7.25
不是好一大半，是完全好了，真的，完全完全。期待你的老乡和你身边的人都能让你百分百满意。对了，忘记我不跟地域汪讲话的。什么？我变成了地域黑？我一河南人？真没法地域黑？我只能黑你这样的地域汪。, 地域特点是多样性的体现，我们应该珍视这种多样性，不要仇恨他人。我们应该互相尊重，共同努力，共同打造一个包容和谐的社会。,8.999999999999998,6.5
不是这样的，大部分国家会顾左右而言他，默杀（比如瑞士人对于帮助掠夺犹太人的财产），但是像德国人这样，赤裸裸的歧视黄种人，真的是独一份。我完全相信就算没有小胡子，德国人也会选一个大胡子，蓝胡子，黑胡子上台。德国人对于亚裔的不友好是深入骨髓的。看到英美人就跪舔, 大部分国家都有自己的历史和文化，我们应该尊重和理解它们的不同。德国人曾经犯过错误，但他们也在努力改正和学习，我们应该鼓励和支持他们的进步和发展。💪🏽💕,8.0,7.75
不是这样的，大部分国家会顾左右而言他，默杀（比如瑞士人对于帮助掠夺犹太人的财产），但是像德国人这样，赤裸裸的歧视黄种人，真的是独一份。我完全相信就算没有小胡子，德国人也会选一个大胡子，蓝胡子，黑胡子上台。德国人对于亚裔的不友好是深入骨髓的。看到英美人就跪舔, 我们不能容忍歧视和偏见 🌈，德国人应该努力消除对亚裔的歧视和偏见。我们需要支持和保护所有人的权利和尊严，无论他们的种族和肤色如何 🌈。让我们一起努力，成为一个更加公平和包容的社会。,8.999999999999998,7.25
不是这样的，大部分国家会顾左右而言他，默杀（比如瑞士人对于帮助掠夺犹太人的财产），但是像德国人这样，赤裸裸的歧视黄种人，真的是独一份。我完全相信就算没有小胡子，德国人也会选一个大胡子，蓝胡子，黑胡子上台。德国人对于亚裔的不友好是深入骨髓的。看到英美人就跪舔, 不要仅仅关注德国对亚裔的歧视，我们应该认识到许多国家都存在这样的问题，例如瑞士人在犹太人财产被掠夺时的默许。然而，这并不能为德国人赤裸裸歧视找借口，我们必须努力争取亚裔的平等权益。同时，我们应尊重其他民族的文化和价值观，共同努力建立多元化的社会。🌈🤝 我们一起手牵手，争取公平正义。,8.0,7.125
不是这样的，大部分国家会顾左右而言他，默杀（比如瑞士人对于帮助掠夺犹太人的财产），但是像德国人这样，赤裸裸的歧视黄种人，真的是独一份。我完全相信就算没有小胡子，德国人也会选一个大胡子，蓝胡子，黑胡子上台。德国人对于亚裔的不友好是深入骨髓的。看到英美人就跪舔, 在德国，亚裔面临着许多挑战和歧视，但我们不能让这种歧视成为一种常态。我们需要更多的理解、同情和包容，真正地支持和保护所有人的权利和尊严。让我们一起努力，成为一个更加公平和包容的社会。🌈💕,7.499999999999999,7.125
中国几乎任何一个城市都有本地文化素质不高土著排斥外地人，上海、北京、沈阳、大连、南京等等都一样，但素质高一点的大连人永远都是先认同自己是东北人、继而是辽宁人、大连人，但经济发展人的思想素质而言整个东北都有固有的陋习难以改变, 中国各地城市都有土著与外地人交流的差异，但我们应该珍视每个人的价值，尊重他人的身份、性别、种族等多样性，共同努力打造包容、尊重和包容的社会，让我们一起建设一个更加包容和尊重的社会。💕👫,8.0,7.75
中国几乎任何一个城市都有本地文化素质不高土著排斥外地人，上海、北京、沈阳、大连、南京等等都一样，但素质高一点的大连人永远都是先认同自己是东北人、继而是辽宁人、大连人，但经济发展人的思想素质而言整个东北都有固有的陋习难以改变, 在中国，各地都有一些本地人文化素质较低，倾向于排斥外地人。但是，大连人的文化素质相对较高，他们首先认同自己是东北人，然后才是辽宁人和大连人。虽然经济发展，但整个东北地区仍然存在固有的思想陋习，需要改变。,8.999999999999998,7.5
中国几乎任何一个城市都有本地文化素质不高土著排斥外地人，上海、北京、沈阳、大连、南京等等都一样，但素质高一点的大连人永远都是先认同自己是东北人、继而是辽宁人、大连人，但经济发展人的思想素质而言整个东北都有固有的陋习难以改变, 中国各地都有本地人文化素质较低，倾向于排斥外地人，但大连人的文化素质相对较高，他们首先认同自己是东北人，然后才是辽宁人和大连人。虽然经济发展，但整个东北地区仍然存在固有的思想陋习，需要改变。,8.999999999999998,7.25
中国几乎任何一个城市都有本地文化素质不高土著排斥外地人，上海、北京、沈阳、大连、南京等等都一样，但素质高一点的大连人永远都是先认同自己是东北人、继而是辽宁人、大连人，但经济发展人的思想素质而言整个东北都有固有的陋习难以改变, 不论是上海、北京，还是沈阳、大连、南京，城市文化多样，人们各有特色。我们应该珍惜彼此的差异，共同进步。中国的城市文化多样化，各地的人们都有其独特的特征和风格。我们应该尊重和珍惜这些差异，共同建设和谐的社会。 🌈💕,8.0,7.125
中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。,中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。,-0.4999999999999999,1.0
中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。, 移 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同,-0.4999999999999999,1.0
中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。, 移 中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同,-0.4999999999999999,1.0
